symbol,time,askclose,askhigh,asklow,askopen,bidclose,bidhigh,bidlow,bidopen,close,high,low,open
GBPUSD,2022-01-03 07:00:00,1.35114,1.35237,1.35097,1.35122,1.35096,1.35215,1.35076,1.35105,1.35105,1.35226,1.350865,1.351135
GBPUSD,2022-01-03 08:00:00,1.35068,1.35134,1.35018,1.35114,1.35051,1.35117,1.35001,1.35096,1.350595,1.351255,1.350095,1.35105
GBPUSD,2022-01-03 09:00:00,1.3488,1.35077,1.34844,1.35068,1.34861,1.35058,1.34826,1.35051,1.348705,1.350675,1.34835,1.350595
GBPUSD,2022-01-03 10:00:00,1.34619,1.34929,1.34563,1.3488,1.34598,1.34914,1.34543,1.34861,1.346085,1.349215,1.34553,1.348705
GBPUSD,2022-01-03 11:00:00,1.34481,1.34658,1.34318,1.34619,1.34463,1.34641,1.34299,1.34598,1.34472,1.346495,1.343085,1.346085
GBPUSD,2022-01-03 12:00:00,1.34676,1.34702,1.34378,1.34481,1.34656,1.34682,1.34357,1.34463,1.34666,1.34692,1.343675,1.34472
GBPUSD,2022-01-03 13:00:00,1.34723,1.34778,1.3467,1.34676,1.34706,1.34761,1.34653,1.34656,1.347145,1.347695,1.346615,1.34666
GBPUSD,2022-01-03 14:00:00,1.34804,1.34843,1.34715,1.34723,1.34781,1.34825,1.34695,1.34706,1.347925,1.34834,1.34705,1.347145
GBPUSD,2022-01-03 15:00:00,1.34853,1.34868,1.34785,1.34804,1.34836,1.3485,1.34768,1.34781,1.348445,1.34859,1.347765,1.347925
GBPUSD,2022-01-03 16:00:00,1.34794,1.34864,1.34751,1.34853,1.34777,1.34845,1.34731,1.34836,1.347855,1.348545,1.34741,1.348445
GBPUSD,2022-01-03 17:00:00,1.34816,1.3483,1.3477,1.34794,1.34756,1.3481,1.34751,1.34777,1.34786,1.3482,1.347605,1.347855
GBPUSD,2022-01-03 18:00:00,1.34778,1.34862,1.34745,1.34816,1.34718,1.34802,1.34685,1.34756,1.34748,1.34832,1.34715,1.34786
GBPUSD,2022-01-03 19:00:00,1.34836,1.34866,1.34778,1.34778,1.34817,1.34843,1.34718,1.34718,1.348265,1.348545,1.34748,1.34748
GBPUSD,2022-01-03 20:00:00,1.34792,1.34853,1.34737,1.34836,1.34773,1.34833,1.34713,1.34817,1.347825,1.34843,1.34725,1.348265
GBPUSD,2022-01-03 21:00:00,1.34819,1.34848,1.34784,1.34792,1.34797,1.34827,1.34762,1.34773,1.34808,1.348375,1.34773,1.347825
GBPUSD,2022-01-03 22:00:00,1.34745,1.34819,1.34734,1.34819,1.34727,1.34797,1.34713,1.34797,1.34736,1.34808,1.347235,1.34808
GBPUSD,2022-01-03 23:00:00,1.34654,1.34755,1.34642,1.34745,1.34635,1.34737,1.34622,1.34727,1.346445,1.34746,1.34632,1.34736
GBPUSD,2022-01-04 00:00:00,1.34703,1.34779,1.34643,1.34654,1.34683,1.34756,1.34624,1.34635,1.34693,1.347675,1.346335,1.346445
GBPUSD,2022-01-04 01:00:00,1.34693,1.34745,1.3468,1.34703,1.34677,1.34726,1.34659,1.34683,1.34685,1.347355,1.346695,1.34693
GBPUSD,2022-01-04 02:00:00,1.34643,1.34711,1.34604,1.34693,1.34624,1.34694,1.34584,1.34677,1.346335,1.347025,1.34594,1.34685
GBPUSD,2022-01-04 03:00:00,1.34896,1.34905,1.34623,1.34643,1.34878,1.34884,1.34605,1.34624,1.34887,1.348945,1.34614,1.346335
GBPUSD,2022-01-04 04:00:00,1.34923,1.35032,1.34842,1.34896,1.34906,1.35014,1.34823,1.34878,1.349145,1.35023,1.348325,1.34887
GBPUSD,2022-01-04 05:00:00,1.35122,1.35148,1.34896,1.34923,1.35106,1.35131,1.34875,1.34906,1.35114,1.351395,1.348855,1.349145
GBPUSD,2022-01-04 06:00:00,1.35015,1.35153,1.35015,1.35122,1.35001,1.35138,1.34996,1.35106,1.35008,1.351455,1.350055,1.35114
GBPUSD,2022-01-04 07:00:00,1.34967,1.35041,1.34854,1.35015,1.3495,1.35024,1.34834,1.35001,1.349585,1.350325,1.34844,1.35008
GBPUSD,2022-01-04 08:00:00,1.34837,1.34975,1.34799,1.34967,1.34821,1.34955,1.34779,1.3495,1.34829,1.34965,1.34789,1.349585
GBPUSD,2022-01-04 09:00:00,1.3516,1.35164,1.34837,1.34837,1.35138,1.35148,1.34821,1.34821,1.35149,1.35156,1.34829,1.34829
GBPUSD,2022-01-04 10:00:00,1.35193,1.35312,1.351,1.3516,1.35157,1.35291,1.35084,1.35138,1.35175,1.353015,1.35092,1.35149
GBPUSD,2022-01-04 11:00:00,1.35539,1.35582,1.35192,1.35193,1.35521,1.35564,1.35157,1.35157,1.3553,1.35573,1.351745,1.35175
GBPUSD,2022-01-04 12:00:00,1.35428,1.35546,1.35351,1.35539,1.35412,1.35529,1.35335,1.35521,1.3542,1.355375,1.35343,1.3553
GBPUSD,2022-01-04 13:00:00,1.3537,1.35493,1.35358,1.35428,1.35352,1.35476,1.35338,1.35412,1.35361,1.354845,1.35348,1.3542
GBPUSD,2022-01-04 14:00:00,1.35235,1.35379,1.35224,1.3537,1.35218,1.35361,1.35207,1.35352,1.352265,1.3537,1.352155,1.35361
GBPUSD,2022-01-04 15:00:00,1.3536,1.35385,1.35216,1.35235,1.35341,1.35363,1.35199,1.35218,1.353505,1.35374,1.352075,1.352265
GBPUSD,2022-01-04 16:00:00,1.35295,1.3539,1.35266,1.3536,1.35273,1.3537,1.35246,1.35341,1.35284,1.3538,1.35256,1.353505
GBPUSD,2022-01-04 17:00:00,1.35307,1.35328,1.3527,1.35295,1.35247,1.35308,1.35242,1.35273,1.35277,1.35318,1.35256,1.35284
GBPUSD,2022-01-04 18:00:00,1.353,1.35354,1.35277,1.35307,1.3524,1.35294,1.35217,1.35247,1.3527,1.35324,1.35247,1.35277
GBPUSD,2022-01-04 19:00:00,1.35316,1.35324,1.35283,1.353,1.35291,1.35303,1.3524,1.3524,1.353035,1.353135,1.352615,1.3527
GBPUSD,2022-01-04 20:00:00,1.35312,1.35365,1.35278,1.35316,1.35289,1.35342,1.35253,1.35291,1.353005,1.353535,1.352655,1.353035
GBPUSD,2022-01-04 21:00:00,1.35401,1.35413,1.35295,1.35312,1.35381,1.35393,1.35271,1.35289,1.35391,1.35403,1.35283,1.353005
GBPUSD,2022-01-04 22:00:00,1.35327,1.35412,1.35322,1.35401,1.35309,1.35392,1.35302,1.35381,1.35318,1.35402,1.35312,1.35391
GBPUSD,2022-01-04 23:00:00,1.35339,1.35339,1.35296,1.35327,1.35317,1.35322,1.3528,1.35309,1.35328,1.353305,1.35288,1.35318
GBPUSD,2022-01-05 00:00:00,1.35255,1.35339,1.35238,1.35339,1.35238,1.35317,1.35218,1.35317,1.352465,1.35328,1.35228,1.35328
GBPUSD,2022-01-05 01:00:00,1.35294,1.35297,1.35238,1.35255,1.35273,1.35275,1.35218,1.35238,1.352835,1.35286,1.35228,1.352465
GBPUSD,2022-01-05 02:00:00,1.35349,1.35363,1.35283,1.35294,1.3533,1.35344,1.35265,1.35273,1.353395,1.353535,1.35274,1.352835
GBPUSD,2022-01-05 03:00:00,1.35372,1.35427,1.35308,1.35349,1.35353,1.3541,1.35288,1.3533,1.353625,1.354185,1.35298,1.353395
GBPUSD,2022-01-05 04:00:00,1.35476,1.35556,1.35367,1.35372,1.35459,1.3554,1.35348,1.35353,1.354675,1.35548,1.353575,1.353625
GBPUSD,2022-01-05 05:00:00,1.3533,1.35494,1.35296,1.35476,1.35309,1.35477,1.35277,1.35459,1.353195,1.354855,1.352865,1.354675
GBPUSD,2022-01-05 06:00:00,1.35337,1.35459,1.35292,1.3533,1.35321,1.35441,1.35274,1.35309,1.35329,1.3545,1.35283,1.353195
GBPUSD,2022-01-05 07:00:00,1.35425,1.3549,1.35326,1.35337,1.35406,1.3547,1.35308,1.35321,1.354155,1.3548,1.35317,1.35329
GBPUSD,2022-01-05 08:00:00,1.3542,1.35467,1.35326,1.35425,1.354,1.3545,1.3531,1.35406,1.3541,1.354585,1.35318,1.354155
GBPUSD,2022-01-05 09:00:00,1.35494,1.35572,1.35341,1.3542,1.35478,1.35555,1.35321,1.354,1.35486,1.355635,1.35331,1.3541
GBPUSD,2022-01-05 10:00:00,1.35481,1.35615,1.35465,1.35494,1.35464,1.35598,1.35446,1.35478,1.354725,1.356065,1.354555,1.35486
GBPUSD,2022-01-05 11:00:00,1.35665,1.3569,1.35473,1.35481,1.35649,1.35673,1.35455,1.35464,1.35657,1.356815,1.35464,1.354725
GBPUSD,2022-01-05 12:00:00,1.35731,1.35745,1.35582,1.35665,1.35715,1.35727,1.35567,1.35649,1.35723,1.35736,1.355745,1.35657
GBPUSD,2022-01-05 13:00:00,1.359,1.35916,1.35704,1.35731,1.35882,1.359,1.35683,1.35715,1.35891,1.35908,1.356935,1.35723
GBPUSD,2022-01-05 14:00:00,1.35869,1.35995,1.35853,1.359,1.35843,1.35978,1.35833,1.35882,1.35856,1.359865,1.35843,1.35891
GBPUSD,2022-01-05 15:00:00,1.35614,1.35923,1.35584,1.35869,1.35597,1.35899,1.35566,1.35843,1.356055,1.35911,1.35575,1.35856
GBPUSD,2022-01-05 16:00:00,1.35507,1.35614,1.35494,1.35614,1.35487,1.35597,1.35476,1.35597,1.35497,1.356055,1.35485,1.356055
GBPUSD,2022-01-05 17:00:00,1.35593,1.35593,1.35492,1.35507,1.35533,1.35559,1.35474,1.35487,1.35563,1.35576,1.35483,1.35497
GBPUSD,2022-01-05 18:00:00,1.35567,1.35617,1.35556,1.35593,1.35507,1.35557,1.35496,1.35533,1.35537,1.35587,1.35526,1.35563
GBPUSD,2022-01-05 19:00:00,1.35561,1.35589,1.35538,1.35567,1.3554,1.35571,1.35491,1.35507,1.355505,1.3558,1.355145,1.35537
GBPUSD,2022-01-05 20:00:00,1.35483,1.35568,1.35435,1.35561,1.35465,1.35548,1.35409,1.3554,1.35474,1.35558,1.35422,1.355505
GBPUSD,2022-01-05 21:00:00,1.3553,1.35549,1.35392,1.35483,1.35509,1.35528,1.35368,1.35465,1.355195,1.355385,1.3538,1.35474
GBPUSD,2022-01-05 22:00:00,1.35525,1.35535,1.35423,1.3553,1.35507,1.35513,1.35406,1.35509,1.35516,1.35524,1.354145,1.355195
GBPUSD,2022-01-05 23:00:00,1.35394,1.35528,1.35333,1.35525,1.35374,1.35508,1.35315,1.35507,1.35384,1.35518,1.35324,1.35516
GBPUSD,2022-01-06 00:00:00,1.35279,1.35394,1.35276,1.35394,1.35258,1.35374,1.35257,1.35374,1.352685,1.35384,1.352665,1.35384
GBPUSD,2022-01-06 01:00:00,1.35318,1.35336,1.35266,1.35279,1.35299,1.35316,1.35246,1.35258,1.353085,1.35326,1.35256,1.352685
GBPUSD,2022-01-06 02:00:00,1.35152,1.35318,1.35142,1.35318,1.3513,1.35299,1.35119,1.35299,1.35141,1.353085,1.351305,1.353085
GBPUSD,2022-01-06 03:00:00,1.35001,1.35207,1.34953,1.35152,1.34982,1.35185,1.34935,1.3513,1.349915,1.35196,1.34944,1.35141
